,review_comment_message,is_good_review
399,"De fácil manuseio, até o presente atende as expectativas. ",1
400,Relógio lindo entrega antes do prazo,1
401,Veio conforme o anunciado simples mais bonita. ,1
402,Produto condiz com o anúncio ,1
403,O produto ainda não chegou,0
404,satisfeito eu recomendo,1
405,"Amei, chegou rapidinho, ainda vou testa-lo.Obrigado!!",1
406,Gostei muito do que comprei com vcs muito obrigada breve farei outras compras vanda,1
407,Ainda não recebi o produto...,0
408,"Recebi, a bolsa é diferente mas gostei estava previsto pra 31 de janeiro estava achando muito tempo porque é pra escola e estou aguardando o vale compra da primeira compra da bolsa que não deu certo ",1
409,"Recebi o produto que queria e antes do prazo combinado, muito bom, recomendo com certeza.",1
410,"Na propaganda está escrito Mixer elétrico e veio um portátil que eu tenho três que quebrou por isso eu queria um elétrico, vocês devem especificar melhor os produtos ",0
411,Produto entregue antes do prazo combinado. Não é a primeira vez que compro pelo site Lojas lannister e recomendo tal empresa pela seriedade no trato com os clientes.,1
412,Comprei 2 produtos so mandaram 1 e n mim deram nenhuma justificativa ! ,0
413,Agradeço muito bom.,1
414,*******************,1
415,Dentro do previsto,1
416,Recebi antes do prazo estimado.,1
417,Só imaginei que fosse maior a boneca. Mais é legal ,1
418,"Tive problema na entrega, pois não tinha ninguém em casa para receber a mercadoria no horário que passaram.",0
419,"Atenciosos,ligam para dar acompanhamento. Bom prazo de validade. Demorou de chegar. Agora é verificar a qualidade do produto.",1
420,Muito eficiente entregou bem rápido eu recomendo,1
421,Muito lindo o Relógio!,0
422,Otimo produto e entrega no prazo,1
423,"Chegou antes da data do prazo, porem vazou um pouco do produto! ",1
424,"Sempre que compro com vocês meus itens chega em perfeito estado....
",1
425,Produto entregue antes do prazo em ótimo estado.,1
426,Muito bom.,0
427,Entrega super rápida. Produto de ótima qualidade. Recomendo.,1
428,"Olá único problema fui que não recebemos o produto no endereço solicitado, tivemos que ir atrás do produto na agência dos correios no centro da cidade, sendo que pagamos até a mais para receber em cas",1
429,"Produto lindo, ótimo",1
430,excelente,1
431,"Esperava mais, as toalhas poderiam ser mais grossas.",0
432,Entrega uma dia antes do previsto,1
433,"Demora um pouco pra esquentar, mesmo na potência máxima 5. Mas atende bem. Nos rimeiros dias de uso tem um cheiro meio que borracha queimada, mas passa... recomendo pela praticidade e custo/benefício.",1
434,"Foi entregue bem embalado.
Entrega rapido comforme prometido
Comforme a imagem.",1
435,Tudo ocorreu de forma eficiente,1
436,O produto chegou antes do prazo e em perfeitas condições. ,1
437,"O pedido não foi entregue no meu endereço, paguei pelo frente e tive que ir até o centro de distribuição retirar meu pedido. Falta de respeito pagar pra receber em casa e não receber.",0
438,"O produto não corresponde ao que eu comprei, a película é muito menor que a tela do celular e não cobre toda a tela.",0
439,"produto conforme anunciado, e veio antes do prazo...perfeito",1
440,Produto bom e entregue antes do previsto.,1
441,"Ainda não usei em nenhuma viagem, mas parece ser muito boa.",1
442,O produto foi encaminhado para cidade de destino no dia 31/03 e até o momento não recebi.,0
443,Recomendo,1
444,Produto não foi entregue!,0
445,Simplesmente não recebi meu produto e nao tenho um posicionamento decente do que acontecerá.,0
446,"Não recebi o braço de ducha com desviador, somente a ducha 20x20 com braço de 30cm.",0
447,Adoro comprar nas lojas lannister,1
448,"Entrega muito rápido, e produto excelente ",1
449,Ótimo ,1
450,"O produto pode estar com mal funcionamento.
Ou o meu telefone não está conseguindo fazer a leitura.",0
451,Produto entregue,1
452,Loja sem vergonha. Não entregaram o pedido e tiveram a descaração de duErem que eu o cancelei. Porcaria de vendedor. stark escolheu muito mal o seu paeceiro.,0
453,"Muito bom
",1
454,Recebi o produto que eh falso quero meu dinheiro de volta ,1
455,"PRODUTO NÃO VEIO CONFORME ESTAVA NO SITE .
MOSTRAVA CALENDÁRIO SITE MAS QUANDO RECEBI VEIO SEM E ESTA DIFÍCIL PARA FAZER A TROCA E ESTORNO DO PRODUTO",0
456,"Produto bom. Entrega antes do prazo
",1
457,Bom,1
458,gostei muito,1
459,"Comprei dois produtos, sendo que um deles não chegou. Um cabo adaptador de áudio.",0
460,"Gostei muito,chegou tudo certinho até antes do prazo de entrega.",1
461,Produto entregue dentro do prazo .,1
462,"Fornecedor targaryen me mandou um massageador completamente diferente do que comprei, de preço inferior e cheio de avaliações negativas. Ninguém erra mandando um superior né, curioso..Ou seja, n recomendo",0
463,"Recebi o produto no prazo, tudo ok",1
464,"Muito ruim, não veio um produto e o outro veio errado.. ",0
465,"ABRI PROTOCOLO PARA DEVOLUÇÃO, PRODUTO DE BAIXA QUALIDADE DEU PROBLEMA NO PRIMEIRO DIA DE USO.

lannister VIROU UM MERCADO LIVRE....6 PEDIDOS 6 PROBLEMAS ",0
466,Entrega no prazo e como descrito no site,1
467,"O meu pedido de numero 03-492551892, veio em partes. ficou faltando um Sapatênis Manchester Polo Match. Que cada dia mostra que esta em um lugar e eu entro no site, aparece que já foi entregue! ",0
468,A lannister sempre se superandoo,1
469,Fui surpreendido pela eficácia. Ótimo atentimento.,1
470,"otimo atendimento, tudo certo, entregue dentro do prazo.",1
471,"Obrigada pela qualidade do produto, e pela entrega tbm que era previsto para 10/08 e chegou dia 22/07. Adorei. Parabéns.",1
472,A mercadoria não foi entregue ainda..,0
473,Ainda não utilizei o produto,1
474,"Recebi a encomenda de forma normal e dentro do prazo, contudo, recebi de primeira uma data de entrega estimada e que posterior, a data foi aumentando. Não gostei dessa atitude. Demorou 2 semanas.",0
475,Eu pedi q cancelacem antes da nf ser emitida pq eu havia ganhado de presente um igual... não cancelaram... mandaram assim msm... eu pedi quando a nf ainda não tinha sido emitida,0
476,"Muito linda deu um charme na minha sala.
",1
477,Ótimo atendimento e entrega antes do prazo.,1
478,"Não recebi o produto completo, comprei quantidade 02 e recebi somente 01. e consta na nota da entrega tem quantidade 02 e com volume 01.
Quero receber a outra sem custo nenhum. Pois o erro não foi me",0
479,Recomendo.,1
480,"As bolsas são lindas por fora, a cor é bem próxima da foto, mas por dentro não tem o forro da descrição e o acabamento deixou um pouco a desejar, no mais a entrega foi super rápida ",0
481,"preciso urgente desta mercadoria, o prazo maximo era até o dia 3 e até agora não chegou",0
482,Otimo material bem resistente espaçosa 👏👏👏 gostei!,1
483,Ótimo serviço,1
484,Prestação de serviços de alta qualidade ,1
485,O produto é de muita baixa qualidade,0
486,"Produto entregue bem embalado ,em perfeitas condições. ",1
487,Demorou mas entregou!,0
488,"A compra efetuada foram dois ursos que rezam, um rosa e um azul, recebi somente um dos produtos que adquiri, o rosa, estou aguardando retorno do vendedor, sobre o que ocorreu e se vou receber o outro",0
489,"Produto com defeito apresenta risco por não ser confiável, já eviei e-mail e efetuei ligações e sem retorno.",0
490,"De modo geral, é satisfatório por ser gravação em laser. Mas justamente por ser a laser, deixa a desejar quanto a centralização do pingente com a marca, bem como da qualidade da gravação.",0
491,"Chegou antes da data prevista , eu recomendaria para meus amigos a loja stark está de parabéns .",1
492,Tapete lindo.Chegou muito antes do prazo.,1
493,Gostei muito,1
494,Poderia ter agilizado com a entrega! Porém recebi o produto em ótimas condições!,1
495,"Recebi 1 prancha. Mas falta a outra porque são 2. Falta o pedido 02-645381563
",1
496,"Protudo chegou em ótimo estado de conservação, e antes do prazo!",1
497,Produto de excelente qualidade e a entrega foi feita antes do prazo previsto. Muito satisfeita. ,1
498,"O produto é muito lindo e está com preço excelente! A entrega foi super rápida, ocorrendo muito antes do prazo! 
Recomendo! O quarto ficou irado!!!!",1
499,"O produto veio sem nota fiscal, tive que solicitar pelo telefone.",0
500,O produto não é bom.,0
501,Muito satisfeito eu recomendo,1
502,Podem comprar sem medo,1
503,"gosto de comprar nessa loja porque agente ñ precisa avisar da entrega
",1
504,Excelente produto!!,1
505,Produto entregue no prazo nota 10,1
506,"a descrição do produto estava errada e não consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda não obtive resposta",0
507,"Muito Bom , exelente",1
508,atendimento eficaz e entrega dentro do prazo,1
509,"Chegou um pouco antes do prazo, isso é bom",1
510,Gostei demais do travesseiro. É como descrito no site.,1
511,Super recomendo.entrega e produtos ok.,1
512,Sem pontualidade não da satisfação ao cliente.,0
513,"Satisfeito com a aquisição e negócio.
Entrega no prazo, com produto bem embalado, com a Nota Fiscal, caixa original, garantia e manual do usuário.
Primeiras impressões o relógio está em perfeito.",1
514,Atendeu as expectativas,1
515,"MUITO BOM, ENCOMENDA CHEGOU CERTINHA",1
516,meu mosquiteiro veio com dois furos na parte superior e pedir um mosquiteiro King porem nao veio Kiung e sim QUEEM,0
517,Muito bom,0
518,Produto chegou rapidamente e conforme o anunciado.,1
519,Produto de baixa qualidade.,0
520,"Produto de qualidade, preço justo, entrega dentro do prazo.
O produto atendeu as minhas expectativas.
Recomendo o vendedor.",1
521,me foi enviado o produto errado!,0
522,Efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade. Aguardando tratativa.,0
523,"Adorei o produto,chegou antes do prazo estipulado.Estou muito satisfeita.",1
524,tudo ok,1
525,O quadro foi entregue pelos correios e chegou com uma madeira atrás quebrada e a tela do quadro danificada afundada...ou seja...chegou avariado o produto ,0
526,"Produto importado, o meu veio com defeito",0
527,Produto simples e bonito,1
528,Gostei muito da agilidade na entrega,1
529,Ainda não recebi,0
530,Esperava maior um pouco,1
531,o produto é razoavel ! envio do produto embalagem propria! chegou td amassado quase q danificou ! ,0
532,"Produto chegou antes do prazo, muito bem embalado pelo fornecedor, sem avarias.

A qualidado produto é muito boa.",1
533,Só gostaria de saber o dia correto da entrega . ,0
534,Produtos muito bons! ,1
535,Otimo produto,1
536,Bom dia ... comprei um bebedouro vermelho metálico... é recebi um bebedouro Rosa... obs... meu cachorro é macho...,0
537,"Não foi entregue, a primeira vez que acontece isso.",0
538,o produto demorou um mês para ser entregue . tempo demais poderia ter chegado antes da data limite. fora isso tudo oK.,1
539,"Comprei 2 unidades do produto, veio avariado visto que a embalagem é muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressão que dog colocado em cima dele.",0
540,"só acho que poderia ter comprado mais cartuchos, mas não as fiz porque cada cartucho veio em um frete diferente, coisa que poderiam ser colocados em um único pacote, o que baratearia o frete.",1
541,"Eu comprei nas lannister, por se tratar de uma loja de confiança, porém ao chegar o produto descobri que o que foi vendido pela marca Targus, era na verdade um produto falsificado, não confio mais",0
542,Excelente serviço,1
543,Pedido foi cancelado e mesmo assim a loja enviou o produto. Devolvi o produto e quero o estorno da compra em meu cartão de crédito.,0
544,COMPREI UM JOGO DE PANELAS COM 8 PANELAS E UMA PANELA DE PRESSÃO VERMELHO E PANELAS DO TIPO OVAL. RECEBI UM JOGO COM 6 PANELAS E JOGO DE ESPÁTULAS PRETOS. COISA QUE NÃO PEDI. VEIO APENAS UMA FRIDEIRA.,0
545,comprei num dia e recebi no outro e a mercadoria é excelente!!!,1
546,Não gostei da qualidade do enchimento das almofadas,0
547,"Conforme já solicitei, preciso fazer a devolução. Ele não foi entregue no prazo que eu precisa. Já solicitei por aqui e já entrei em contato com o vendedor. Estou no aguardo para fazer a devolução.",1
548,GOSTAEI DA RAPIDEZ DA ENTREGA,1
549,Quero saber dos demais produtos eram 3 itens ,0
550,Parabéns ,1
551,"Não posso dar opinião sobre produto pois não recebi, sobre a loja eu não recomendo, pois atrasa as entregas.",0
552,"Produto chegou no prazo, em perfeitas condiçoes e veio embalado de forma incrivel. Muito bem embalado mesmo... Chegou sem nenhum arranhao! ",1
553,Não recebi o produto,0
554,Comprei 2(dois) produtos iguais e tive que pagar 2(dois) fretes. A Empresa poderia ter colocado em uma única embalagem e cobrar apenas um frete. Produto entregue em perfeitas condições. Ótimo produto.,1
555,Ótimo produto!,1
556,"Produto de qualidade, entrega muito demorada",0
557,Entrega muita rápida e produto em ótimo estado.,1
558,Gostaria de saber se o produto mudou de embalagem. Pois comprei a embalagem vermelha e recebi outra embalagem toda florida. Preciso saber se é o mesmo produto. ,1
559,"Lavabo bem bonito e igual a descrição, veio com uma mancha bem pequena, mas nada que seja um problema, recomendo.",1
560,produto entregue totalmente diferente do comprado,0
561,Ótimo em TDS os aspectos,1
562,Ainda estou aguardando,0
563,Aida nao recebi o produto,1
564,Recebi antes da data prometida. Recomendo esta loja. ,1
565,Demorou quase trinta dias .tempo demais,1
566,Depende para que eu possa avaliar se resolverem meu problema pos a compra era 4 os correios só entregarão um pacote contendo 2 peneus,0
567,Gostei muito,1
568,Bom,1
569,"Boa tarde! 
Tive problemas com meu pedido sim! 
Veio o mosqueteiro errado. 
Pedi um de tamanho Queen, que arrastasse até o chão e com o círculo em cima bem grande. Veio pequeno de cama de casal nor",0
570,"ate agora tudo perfeito, produto e entrega no prazo",1
571,"Comprei 2 relógios, mas só foi entregue 1",0
572,"produto ok, recebido dentro do prazo, bem antes do previsto.",1
573,"A entrega foi antecipado, mais umas das panelas de pressão veio com o suporte quebrado.",0
574,Tudo ok.,1
575,Ótimo produto! Recomendo!,1
576,"ENTREGA MUITO DEMORADA, COMPREI EM 26/03/2018 E ATÉ AGORA NÃO RECEBI OS PRODUTOS",0
577,bom,1
578,O produto chegou conforme anunciado. Gostei.,1
579,Dentro do prazo e informacoes do encaminhamento do produto de forma clara,1
